# Iteration,Pool ID,Resource,Allocation,Utilization,Single Resource cost per time unit
49,55_52_20_54,SYSTEM,55,0.0,1
49,55_52_20_54,Role 1,52,0.03,1
49,55_52_20_54,Role 2,20,0.02,1
49,55_52_20_54,Role 3,54,0.0,1
50,17_60_12_29,SYSTEM,17,0.0,1
50,17_60_12_29,Role 1,60,0.03,1
50,17_60_12_29,Role 2,12,0.03,1
50,17_60_12_29,Role 3,29,0.0,1
51,62_40_66_59,SYSTEM,62,0.0,1
51,62_40_66_59,Role 1,40,0.04,1
51,62_40_66_59,Role 2,66,0.0,1
51,62_40_66_59,Role 3,59,0.0,1
52,34_40_28_15,SYSTEM,34,0.0,1
52,34_40_28_15,Role 1,40,0.04,1
52,34_40_28_15,Role 2,28,0.01,1
52,34_40_28_15,Role 3,15,0.0,1
53,8_14_21_61,SYSTEM,8,0.0,1
53,8_14_21_61,Role 1,14,0.11,1
53,8_14_21_61,Role 2,21,0.02,1
53,8_14_21_61,Role 3,61,0.0,1
54,40_11_40_48,SYSTEM,40,0.0,1
54,40_11_40_48,Role 1,11,0.14,1
54,40_11_40_48,Role 2,40,0.01,1
54,40_11_40_48,Role 3,48,0.0,1
55,20_15_2_47,SYSTEM,20,0.0,1
55,20_15_2_47,Role 1,15,0.11,1
55,20_15_2_47,Role 2,2,0.16,1
55,20_15_2_47,Role 3,47,0.0,1
56,3_2_49_16,SYSTEM,3,0.0,1
56,3_2_49_16,Role 1,2,0.77,1
56,3_2_49_16,Role 2,49,0.01,1
56,3_2_49_16,Role 3,16,0.0,1
57,6_27_58_48,SYSTEM,6,0.0,1
57,6_27_58_48,Role 1,27,0.06,1
57,6_27_58_48,Role 2,58,0.01,1
57,6_27_58_48,Role 3,48,0.0,1
58,49_63_49_9,SYSTEM,49,0.0,1
58,49_63_49_9,Role 1,63,0.02,1
58,49_63_49_9,Role 2,49,0.01,1
58,49_63_49_9,Role 3,9,0.0,1
59,39_53_55_16,SYSTEM,39,0.0,1
59,39_53_55_16,Role 1,53,0.03,1
59,39_53_55_16,Role 2,55,0.01,1
59,39_53_55_16,Role 3,16,0.0,1
60,4_8_17_48,SYSTEM,4,0.0,1
60,4_8_17_48,Role 1,8,0.2,1
60,4_8_17_48,Role 2,17,0.02,1
60,4_8_17_48,Role 3,48,0.0,1
61,29_38_66_58,SYSTEM,29,0.0,1
61,29_38_66_58,Role 1,38,0.04,1
61,29_38_66_58,Role 2,66,0.0,1
61,29_38_66_58,Role 3,58,0.0,1
62,23_38_4_29,SYSTEM,23,0.0,1
62,23_38_4_29,Role 1,38,0.04,1
62,23_38_4_29,Role 2,4,0.08,1
62,23_38_4_29,Role 3,29,0.0,1
63,58_19_58_4,SYSTEM,58,0.0,1
63,58_19_58_4,Role 1,19,0.08,1
63,58_19_58_4,Role 2,58,0.01,1
63,58_19_58_4,Role 3,4,0.0,1
64,66_35_62_56,SYSTEM,66,0.0,1
64,66_35_62_56,Role 1,35,0.04,1
64,66_35_62_56,Role 2,62,0.01,1
64,66_35_62_56,Role 3,56,0.0,1
65,20_56_2_47,SYSTEM,20,0.0,1
65,20_56_2_47,Role 1,56,0.03,1
65,20_56_2_47,Role 2,2,0.16,1
65,20_56_2_47,Role 3,47,0.0,1
66,38_10_18_9,SYSTEM,38,0.0,1
66,38_10_18_9,Role 1,10,0.15,1
66,38_10_18_9,Role 2,18,0.02,1
66,38_10_18_9,Role 3,9,0.0,1
67,29_3_2_47,SYSTEM,29,0.0,1
67,29_3_2_47,Role 1,3,0.51,1
67,29_3_2_47,Role 2,2,0.16,1
67,29_3_2_47,Role 3,47,0.0,1
68,68_66_22_50,SYSTEM,68,0.0,1
68,68_66_22_50,Role 1,66,0.02,1
68,68_66_22_50,Role 2,22,0.01,1
68,68_66_22_50,Role 3,50,0.0,1
69,15_19_34_13,SYSTEM,15,0.0,1
69,15_19_34_13,Role 1,19,0.08,1
69,15_19_34_13,Role 2,34,0.01,1
69,15_19_34_13,Role 3,13,0.0,1
70,14_43_2_64,SYSTEM,14,0.0,1
70,14_43_2_64,Role 1,43,0.04,1
70,14_43_2_64,Role 2,2,0.16,1
70,14_43_2_64,Role 3,64,0.0,1
71,58_37_38_60,SYSTEM,58,0.0,1
71,58_37_38_60,Role 1,37,0.04,1
71,58_37_38_60,Role 2,38,0.01,1
71,58_37_38_60,Role 3,60,0.0,1
72,34_29_60_20,SYSTEM,34,0.0,1
72,34_29_60_20,Role 1,29,0.05,1
72,34_29_60_20,Role 2,60,0.01,1
72,34_29_60_20,Role 3,20,0.0,1
73,9_19_41_66,SYSTEM,9,0.0,1
73,9_19_41_66,Role 1,19,0.08,1
73,9_19_41_66,Role 2,41,0.01,1
73,9_19_41_66,Role 3,66,0.0,1
74,62_40_1_45,SYSTEM,62,0.0,1
74,62_40_1_45,Role 1,40,0.04,1
74,62_40_1_45,Role 2,1,0.33,1
74,62_40_1_45,Role 3,45,0.0,1
75,38_2_2_17,SYSTEM,38,0.0,1
75,38_2_2_17,Role 1,2,0.78,1
75,38_2_2_17,Role 2,2,0.16,1
75,38_2_2_17,Role 3,17,0.0,1
76,54_2_17_51,SYSTEM,54,0.0,1
76,54_2_17_51,Role 1,2,0.78,1
76,54_2_17_51,Role 2,17,0.02,1
76,54_2_17_51,Role 3,51,0.0,1
77,11_7_13_26,SYSTEM,11,0.0,1
77,11_7_13_26,Role 1,7,0.22,1
77,11_7_13_26,Role 2,13,0.02,1
77,11_7_13_26,Role 3,26,0.0,1
78,9_19_2_66,SYSTEM,9,0.0,1
78,9_19_2_66,Role 1,19,0.08,1
78,9_19_2_66,Role 2,2,0.16,1
78,9_19_2_66,Role 3,66,0.0,1
79,29_49_40_21,SYSTEM,29,0.0,1
79,29_49_40_21,Role 1,49,0.03,1
79,29_49_40_21,Role 2,40,0.01,1
79,29_49_40_21,Role 3,21,0.0,1
80,60_24_46_58,SYSTEM,60,0.0,1
80,60_24_46_58,Role 1,24,0.06,1
80,60_24_46_58,Role 2,46,0.01,1
80,60_24_46_58,Role 3,58,0.0,1
81,60_27_59_51,SYSTEM,60,0.0,1
81,60_27_59_51,Role 1,27,0.06,1
81,60_27_59_51,Role 2,59,0.01,1
81,60_27_59_51,Role 3,51,0.0,1
82,15_19_49_4,SYSTEM,15,0.0,1
82,15_19_49_4,Role 1,19,0.08,1
82,15_19_49_4,Role 2,49,0.01,1
82,15_19_49_4,Role 3,4,0.0,1
83,12_59_64_30,SYSTEM,12,0.0,1
83,12_59_64_30,Role 1,59,0.03,1
83,12_59_64_30,Role 2,64,0.01,1
83,12_59_64_30,Role 3,30,0.0,1
84,49_5_13_19,SYSTEM,49,0.0,1
84,49_5_13_19,Role 1,5,0.31,1
84,49_5_13_19,Role 2,13,0.02,1
84,49_5_13_19,Role 3,19,0.0,1
85,4_1_2_47,SYSTEM,4,0.0,1
85,4_1_2_47,Role 1,1,1.0,1
85,4_1_2_47,Role 2,2,0.11,1
85,4_1_2_47,Role 3,47,0.0,1
86,14_14_2_20,SYSTEM,14,0.0,1
86,14_14_2_20,Role 1,14,0.11,1
86,14_14_2_20,Role 2,2,0.17,1
86,14_14_2_20,Role 3,20,0.0,1
87,17_37_10_14,SYSTEM,17,0.0,1
87,17_37_10_14,Role 1,37,0.04,1
87,17_37_10_14,Role 2,10,0.03,1
87,17_37_10_14,Role 3,14,0.0,1
88,34_29_3_29,SYSTEM,34,0.0,1
88,34_29_3_29,Role 1,29,0.05,1
88,34_29_3_29,Role 2,3,0.11,1
88,34_29_3_29,Role 3,29,0.0,1
89,59_37_46_58,SYSTEM,59,0.0,1
89,59_37_46_58,Role 1,37,0.04,1
89,59_37_46_58,Role 2,46,0.01,1
89,59_37_46_58,Role 3,58,0.0,1
90,9_18_35_66,SYSTEM,9,0.0,1
90,9_18_35_66,Role 1,18,0.09,1
90,9_18_35_66,Role 2,35,0.01,1
90,9_18_35_66,Role 3,66,0.0,1
91,58_19_59_4,SYSTEM,58,0.0,1
91,58_19_59_4,Role 1,19,0.08,1
91,58_19_59_4,Role 2,59,0.01,1
91,58_19_59_4,Role 3,4,0.0,1
92,2_19_33_17,SYSTEM,2,0.0,1
92,2_19_33_17,Role 1,19,0.08,1
92,2_19_33_17,Role 2,33,0.01,1
92,2_19_33_17,Role 3,17,0.0,1
93,20_16_2_48,SYSTEM,20,0.0,1
93,20_16_2_48,Role 1,16,0.1,1
93,20_16_2_48,Role 2,2,0.16,1
93,20_16_2_48,Role 3,48,0.0,1
94,3_60_46_29,SYSTEM,3,0.0,1
94,3_60_46_29,Role 1,60,0.03,1
94,3_60_46_29,Role 2,46,0.01,1
94,3_60_46_29,Role 3,29,0.0,1
95,17_19_41_66,SYSTEM,17,0.0,1
95,17_19_41_66,Role 1,19,0.08,1
95,17_19_41_66,Role 2,41,0.01,1
95,17_19_41_66,Role 3,66,0.0,1
96,3_37_38_36,SYSTEM,3,0.0,1
96,3_37_38_36,Role 1,37,0.04,1
96,3_37_38_36,Role 2,38,0.01,1
96,3_37_38_36,Role 3,36,0.0,1
97,1_8_17_48,SYSTEM,1,0.0,1
97,1_8_17_48,Role 1,8,0.19,1
97,1_8_17_48,Role 2,17,0.02,1
97,1_8_17_48,Role 3,48,0.0,1
98,3_2_32_16,SYSTEM,3,0.0,1
98,3_2_32_16,Role 1,2,0.78,1
98,3_2_32_16,Role 2,32,0.01,1
98,3_2_32_16,Role 3,16,0.0,1
99,5_2_2_17,SYSTEM,5,0.0,1
99,5_2_2_17,Role 1,2,0.77,1
99,5_2_2_17,Role 2,2,0.16,1
99,5_2_2_17,Role 3,17,0.0,1
100,10_63_49_9,SYSTEM,10,0.0,1
100,10_63_49_9,Role 1,63,0.02,1
100,10_63_49_9,Role 2,49,0.01,1
100,10_63_49_9,Role 3,9,0.0,1
101,29_8_14_49,SYSTEM,29,0.0,1
101,29_8_14_49,Role 1,8,0.2,1
101,29_8_14_49,Role 2,14,0.02,1
101,29_8_14_49,Role 3,49,0.0,1
102,34_29_53_39,SYSTEM,34,0.0,1
102,34_29_53_39,Role 1,29,0.05,1
102,34_29_53_39,Role 2,53,0.01,1
102,34_29_53_39,Role 3,39,0.0,1
103,23_38_4_23,SYSTEM,23,0.0,1
103,23_38_4_23,Role 1,38,0.04,1
103,23_38_4_23,Role 2,4,0.08,1
103,23_38_4_23,Role 3,23,0.0,1
104,35_2_2_17,SYSTEM,35,0.0,1
104,35_2_2_17,Role 1,2,0.77,1
104,35_2_2_17,Role 2,2,0.16,1
104,35_2_2_17,Role 3,17,0.0,1
105,23_38_57_20,SYSTEM,23,0.0,1
105,23_38_57_20,Role 1,38,0.04,1
105,23_38_57_20,Role 2,57,0.01,1
105,23_38_57_20,Role 3,20,0.0,1
106,4_37_38_36,SYSTEM,4,0.0,1
106,4_37_38_36,Role 1,37,0.04,1
106,4_37_38_36,Role 2,38,0.01,1
106,4_37_38_36,Role 3,36,0.0,1
107,38_9_18_11,SYSTEM,38,0.0,1
107,38_9_18_11,Role 1,9,0.17,1
107,38_9_18_11,Role 2,18,0.02,1
107,38_9_18_11,Role 3,11,0.0,1
108,15_1_3_13,SYSTEM,15,0.0,1
108,15_1_3_13,Role 1,1,1.0,1
108,15_1_3_13,Role 2,3,0.07,1
108,15_1_3_13,Role 3,13,0.0,1
109,29_38_10_17,SYSTEM,29,0.0,1
109,29_38_10_17,Role 1,38,0.04,1
109,29_38_10_17,Role 2,10,0.03,1
109,29_38_10_17,Role 3,17,0.0,1
110,12_1_9_16,SYSTEM,12,0.0,1
110,12_1_9_16,Role 1,1,1.0,1
110,12_1_9_16,Role 2,9,0.02,1
110,12_1_9_16,Role 3,16,0.0,1
111,21_15_2_47,SYSTEM,21,0.0,1
111,21_15_2_47,Role 1,15,0.1,1
111,21_15_2_47,Role 2,2,0.16,1
111,21_15_2_47,Role 3,47,0.0,1
112,40_2_2_13,SYSTEM,40,0.0,1
112,40_2_2_13,Role 1,2,0.78,1
112,40_2_2_13,Role 2,2,0.16,1
112,40_2_2_13,Role 3,13,0.0,1
113,49_7_49_9,SYSTEM,49,0.0,1
113,49_7_49_9,Role 1,7,0.22,1
113,49_7_49_9,Role 2,49,0.01,1
113,49_7_49_9,Role 3,9,0.0,1
114,10_60_27_12,SYSTEM,10,0.0,1
114,10_60_27_12,Role 1,60,0.03,1
114,10_60_27_12,Role 2,27,0.01,1
114,10_60_27_12,Role 3,12,0.0,1
115,10_7_12_24,SYSTEM,10,0.0,1
115,10_7_12_24,Role 1,7,0.22,1
115,10_7_12_24,Role 2,12,0.03,1
115,10_7_12_24,Role 3,24,0.0,1
116,37_16_5_49,SYSTEM,37,0.0,1
116,37_16_5_49,Role 1,16,0.1,1
116,37_16_5_49,Role 2,5,0.06,1
116,37_16_5_49,Role 3,49,0.0,1
117,13_19_34_17,SYSTEM,13,0.0,1
117,13_19_34_17,Role 1,19,0.08,1
117,13_19_34_17,Role 2,34,0.01,1
117,13_19_34_17,Role 3,17,0.0,1
118,11_63_13_26,SYSTEM,11,0.0,1
118,11_63_13_26,Role 1,63,0.02,1
118,11_63_13_26,Role 2,13,0.03,1
118,11_63_13_26,Role 3,26,0.0,1
119,17_6_1_29,SYSTEM,17,0.0,1
119,17_6_1_29,Role 1,6,0.26,1
119,17_6_1_29,Role 2,1,0.32,1
119,17_6_1_29,Role 3,29,0.0,1
120,3_9_14_49,SYSTEM,3,0.0,1
120,3_9_14_49,Role 1,9,0.17,1
120,3_9_14_49,Role 2,14,0.02,1
120,3_9_14_49,Role 3,49,0.0,1
121,1_14_2_20,SYSTEM,1,0.0,1
121,1_14_2_20,Role 1,14,0.11,1
121,1_14_2_20,Role 2,2,0.16,1
121,1_14_2_20,Role 3,20,0.0,1
122,23_19_34_4,SYSTEM,23,0.0,1
122,23_19_34_4,Role 1,19,0.08,1
122,23_19_34_4,Role 2,34,0.01,1
122,23_19_34_4,Role 3,4,0.0,1
123,10_4_29_12,SYSTEM,10,0.0,1
123,10_4_29_12,Role 1,4,0.39,1
123,10_4_29_12,Role 2,29,0.01,1
123,10_4_29_12,Role 3,12,0.0,1
124,3_24_49_35,SYSTEM,3,0.0,1
124,3_24_49_35,Role 1,24,0.06,1
124,3_24_49_35,Role 2,49,0.01,1
124,3_24_49_35,Role 3,35,0.0,1
125,38_10_50_9,SYSTEM,38,0.0,1
125,38_10_50_9,Role 1,10,0.16,1
125,38_10_50_9,Role 2,50,0.01,1
125,38_10_50_9,Role 3,9,0.0,1
126,34_3_2_17,SYSTEM,34,0.0,1
126,34_3_2_17,Role 1,3,0.53,1
126,34_3_2_17,Role 2,2,0.16,1
126,34_3_2_17,Role 3,17,0.0,1
127,17_39_2_28,SYSTEM,17,0.0,1
127,17_39_2_28,Role 1,39,0.04,1
127,17_39_2_28,Role 2,2,0.16,1
127,17_39_2_28,Role 3,28,0.0,1
128,34_2_2_31,SYSTEM,34,0.0,1
128,34_2_2_31,Role 1,2,0.79,1
128,34_2_2_31,Role 2,2,0.16,1
128,34_2_2_31,Role 3,31,0.0,1
129,33_8_5_18,SYSTEM,33,0.0,1
129,33_8_5_18,Role 1,8,0.19,1
129,33_8_5_18,Role 2,5,0.07,1
129,33_8_5_18,Role 3,18,0.0,1
130,38_15_19_20,SYSTEM,38,0.0,1
130,38_15_19_20,Role 1,15,0.1,1
130,38_15_19_20,Role 2,19,0.02,1
130,38_15_19_20,Role 3,20,0.0,1
131,6_25_50_14,SYSTEM,6,0.0,1
131,6_25_50_14,Role 1,25,0.06,1
131,6_25_50_14,Role 2,50,0.01,1
131,6_25_50_14,Role 3,14,0.0,1
132,17_19_34_13,SYSTEM,17,0.0,1
132,17_19_34_13,Role 1,19,0.08,1
132,17_19_34_13,Role 2,34,0.01,1
132,17_19_34_13,Role 3,13,0.0,1
133,6_61_2_17,SYSTEM,6,0.0,1
133,6_61_2_17,Role 1,61,0.03,1
133,6_61_2_17,Role 2,2,0.16,1
133,6_61_2_17,Role 3,17,0.0,1
134,37_16_5_50,SYSTEM,37,0.0,1
134,37_16_5_50,Role 1,16,0.1,1
134,37_16_5_50,Role 2,5,0.06,1
134,37_16_5_50,Role 3,50,0.0,1
135,17_6_40_36,SYSTEM,17,0.0,1
135,17_6_40_36,Role 1,6,0.26,1
135,17_6_40_36,Role 2,40,0.01,1
135,17_6_40_36,Role 3,36,0.0,1
136,30_8_24_48,SYSTEM,30,0.0,1
136,30_8_24_48,Role 1,8,0.19,1
136,30_8_24_48,Role 2,24,0.01,1
136,30_8_24_48,Role 3,48,0.0,1
137,14_8_17_48,SYSTEM,14,0.0,1
137,14_8_17_48,Role 1,8,0.19,1
137,14_8_17_48,Role 2,17,0.02,1
137,14_8_17_48,Role 3,48,0.0,1
138,15_38_57_20,SYSTEM,15,0.0,1
138,15_38_57_20,Role 1,38,0.04,1
138,15_38_57_20,Role 2,57,0.01,1
138,15_38_57_20,Role 3,20,0.0,1
139,15_1_3_16,SYSTEM,15,0.0,1
139,15_1_3_16,Role 1,1,1.0,1
139,15_1_3_16,Role 2,3,0.07,1
139,15_1_3_16,Role 3,16,0.0,1
140,6_2_46_17,SYSTEM,6,0.0,1
140,6_2_46_17,Role 1,2,0.78,1
140,6_2_46_17,Role 2,46,0.01,1
140,6_2_46_17,Role 3,17,0.0,1
141,49_63_4_9,SYSTEM,49,0.0,1
141,49_63_4_9,Role 1,63,0.02,1
141,49_63_4_9,Role 2,4,0.08,1
141,49_63_4_9,Role 3,9,0.0,1
142,2_28_2_29,SYSTEM,2,0.0,1
142,2_28_2_29,Role 1,28,0.06,1
142,2_28_2_29,Role 2,2,0.16,1
142,2_28_2_29,Role 3,29,0.0,1
143,34_29_67_20,SYSTEM,34,0.0,1
143,34_29_67_20,Role 1,29,0.05,1
143,34_29_67_20,Role 2,67,0.0,1
143,34_29_67_20,Role 3,20,0.0,1
144,12_13_4_41,SYSTEM,12,0.0,1
144,12_13_4_41,Role 1,13,0.12,1
144,12_13_4_41,Role 2,4,0.08,1
144,12_13_4_41,Role 3,41,0.0,1
145,5_2_1_17,SYSTEM,5,0.0,1
145,5_2_1_17,Role 1,2,0.77,1
145,5_2_1_17,Role 2,1,0.32,1
145,5_2_1_17,Role 3,17,0.0,1
146,42_29_1_12,SYSTEM,42,0.0,1
146,42_29_1_12,Role 1,29,0.05,1
146,42_29_1_12,Role 2,1,0.32,1
146,42_29_1_12,Role 3,12,0.0,1
147,38_38_57_11,SYSTEM,38,0.0,1
147,38_38_57_11,Role 1,38,0.04,1
147,38_38_57_11,Role 2,57,0.01,1
147,38_38_57_11,Role 3,11,0.0,1
