# Iteration,Pool ID,Resource,Allocation,Utilization,Single Resource cost per time unit
144,8_69,Role 1,69,0.18,1
145,13_75,SYSTEM,13,0.0,1
145,13_75,Role 1,75,0.16,1
146,17_32,SYSTEM,17,0.0,1
146,17_32,Role 1,32,0.36,1
147,23_80,SYSTEM,23,0.0,1
147,23_80,Role 1,80,0.15,1
148,15_36,SYSTEM,15,0.0,1
148,15_36,Role 1,36,0.34,1
149,3_63,SYSTEM,3,0.0,1
149,3_63,Role 1,63,0.18,1
150,12_39,SYSTEM,12,0.0,1
150,12_39,Role 1,39,0.29,1
151,30_47,SYSTEM,30,0.0,1
151,30_47,Role 1,47,0.25,1
152,16_20,SYSTEM,16,0.0,1
152,16_20,Role 1,20,0.58,1
153,6_67,SYSTEM,6,0.0,1
153,6_67,Role 1,67,0.18,1
154,2_18,SYSTEM,2,0.0,1
154,2_18,Role 1,18,0.66,1
155,30_21,SYSTEM,30,0.0,1
155,30_21,Role 1,21,0.55,1
156,3_87,SYSTEM,3,0.0,1
156,3_87,Role 1,87,0.13,1
157,10_40,SYSTEM,10,0.0,1
157,10_40,Role 1,40,0.29,1
158,1_51,SYSTEM,1,0.0,1
158,1_51,Role 1,51,0.23,1
159,49_87,SYSTEM,49,0.0,1
159,49_87,Role 1,87,0.14,1
160,2_13,SYSTEM,2,0.0,1
160,2_13,Role 1,13,0.92,1
161,5_37,SYSTEM,5,0.0,1
161,5_37,Role 1,37,0.32,1
162,3_69,SYSTEM,3,0.0,1
162,3_69,Role 1,69,0.17,1
163,17_11,SYSTEM,17,0.0,1
163,17_11,Role 1,11,0.99,1
164,16_89,SYSTEM,16,0.0,1
164,16_89,Role 1,89,0.13,1
165,49_78,SYSTEM,49,0.0,1
165,49_78,Role 1,78,0.16,1
166,1_53,SYSTEM,1,0.0,1
166,1_53,Role 1,53,0.22,1
167,4_13,SYSTEM,4,0.0,1
167,4_13,Role 1,13,0.9,1
168,5_68,SYSTEM,5,0.0,1
168,5_68,Role 1,68,0.17,1
169,1_61,SYSTEM,1,0.0,1
169,1_61,Role 1,61,0.19,1
170,8_61,SYSTEM,8,0.0,1
170,8_61,Role 1,61,0.2,1
171,5_80,SYSTEM,5,0.0,1
171,5_80,Role 1,80,0.15,1
172,19_21,SYSTEM,19,0.0,1
172,19_21,Role 1,21,0.56,1
173,5_98,SYSTEM,5,0.0,1
173,5_98,Role 1,98,0.12,1
174,2_107,SYSTEM,2,0.0,1
174,2_107,Role 1,107,0.1,1
175,3_92,SYSTEM,3,0.0,1
175,3_92,Role 1,92,0.13,1
176,14_15,SYSTEM,14,0.0,1
176,14_15,Role 1,15,0.77,1
177,2_26,SYSTEM,2,0.0,1
177,2_26,Role 1,26,0.44,1
178,3_94,SYSTEM,3,0.0,1
178,3_94,Role 1,94,0.12,1
179,14_13,SYSTEM,14,0.0,1
179,14_13,Role 1,13,0.9,1
180,5_16,SYSTEM,5,0.0,1
180,5_16,Role 1,16,0.72,1
181,19_98,SYSTEM,19,0.0,1
181,19_98,Role 1,98,0.12,1
182,12_7,SYSTEM,12,0.0,1
182,12_7,Role 1,7,1.0,1
183,9_97,SYSTEM,9,0.0,1
183,9_97,Role 1,97,0.12,1
184,23_63,SYSTEM,23,0.0,1
184,23_63,Role 1,63,0.19,1
185,6_78,SYSTEM,6,0.0,1
185,6_78,Role 1,78,0.15,1
186,1_12,SYSTEM,1,0.0,1
186,1_12,Role 1,12,0.97,1
187,30_84,SYSTEM,30,0.0,1
187,30_84,Role 1,84,0.14,1
188,18_91,SYSTEM,18,0.0,1
188,18_91,Role 1,91,0.13,1
189,3_67,SYSTEM,3,0.0,1
189,3_67,Role 1,67,0.17,1
190,21_41,SYSTEM,21,0.0,1
190,21_41,Role 1,41,0.29,1
191,48_79,SYSTEM,48,0.0,1
191,48_79,Role 1,79,0.15,1
192,2_72,SYSTEM,2,0.0,1
192,2_72,Role 1,72,0.16,1
193,2_6,SYSTEM,2,0.0,1
193,2_6,Role 1,6,1.0,1
194,1_40,SYSTEM,1,0.0,1
194,1_40,Role 1,40,0.29,1
195,2_12,SYSTEM,2,0.0,1
195,2_12,Role 1,12,0.97,1
196,7_43,SYSTEM,7,0.0,1
196,7_43,Role 1,43,0.28,1
197,15_39,SYSTEM,15,0.0,1
197,15_39,Role 1,39,0.3,1
198,2_6,SYSTEM,2,0.0,1
198,2_6,Role 1,6,1.0,1
199,4_44,SYSTEM,4,0.0,1
199,4_44,Role 1,44,0.27,1
200,1_17,SYSTEM,1,0.0,1
200,1_17,Role 1,17,0.69,1
201,18_12,SYSTEM,18,0.0,1
201,18_12,Role 1,12,0.97,1
202,1_18,SYSTEM,1,0.0,1
202,1_18,Role 1,18,0.66,1
203,3_12,SYSTEM,3,0.0,1
203,3_12,Role 1,12,0.99,1
204,5_53,SYSTEM,5,0.0,1
204,5_53,Role 1,53,0.22,1
205,48_91,SYSTEM,48,0.0,1
205,48_91,Role 1,91,0.13,1
206,7_20,SYSTEM,7,0.0,1
206,7_20,Role 1,20,0.58,1
207,1_68,SYSTEM,1,0.0,1
207,1_68,Role 1,68,0.17,1
208,2_9,SYSTEM,2,0.0,1
208,2_9,Role 1,9,1.0,1
209,3_92,SYSTEM,3,0.0,1
209,3_92,Role 1,92,0.13,1
210,11_94,SYSTEM,11,0.0,1
210,11_94,Role 1,94,0.13,1
211,7_51,SYSTEM,7,0.0,1
211,7_51,Role 1,51,0.23,1
212,17_94,SYSTEM,17,0.0,1
212,17_94,Role 1,94,0.12,1
213,3_25,SYSTEM,3,0.0,1
213,3_25,Role 1,25,0.47,1
214,4_20,SYSTEM,4,0.0,1
214,4_20,Role 1,20,0.6,1
215,18_11,SYSTEM,18,0.0,1
215,18_11,Role 1,11,0.99,1
216,1_90,SYSTEM,1,0.0,1
216,1_90,Role 1,90,0.13,1
217,9_40,SYSTEM,9,0.0,1
217,9_40,Role 1,40,0.29,1
218,1_15,SYSTEM,1,0.0,1
218,1_15,Role 1,15,0.8,1
219,4_29,SYSTEM,4,0.0,1
219,4_29,Role 1,29,0.4,1
220,8_75,SYSTEM,8,0.0,1
220,8_75,Role 1,75,0.16,1
221,18_92,SYSTEM,18,0.0,1
221,18_92,Role 1,92,0.12,1
222,17_13,SYSTEM,17,0.0,1
222,17_13,Role 1,13,0.88,1
223,5_84,SYSTEM,5,0.0,1
223,5_84,Role 1,84,0.14,1
224,5_18,SYSTEM,5,0.0,1
224,5_18,Role 1,18,0.63,1
225,12_70,SYSTEM,12,0.0,1
225,12_70,Role 1,70,0.17,1
226,2_38,SYSTEM,2,0.0,1
226,2_38,Role 1,38,0.31,1
227,5_50,SYSTEM,5,0.0,1
227,5_50,Role 1,50,0.23,1
228,4_79,SYSTEM,4,0.0,1
228,4_79,Role 1,79,0.14,1
229,1_30,SYSTEM,1,0.0,1
229,1_30,Role 1,30,0.39,1
230,2_88,SYSTEM,2,0.0,1
230,2_88,Role 1,88,0.13,1
231,17_95,SYSTEM,17,0.0,1
231,17_95,Role 1,95,0.12,1
232,1_97,SYSTEM,1,0.0,1
232,1_97,Role 1,97,0.12,1
233,49_89,SYSTEM,49,0.0,1
233,49_89,Role 1,89,0.13,1
234,55_29,SYSTEM,55,0.0,1
234,55_29,Role 1,29,0.4,1
235,17_111,SYSTEM,17,0.0,1
235,17_111,Role 1,111,0.1,1
236,5_13,SYSTEM,5,0.0,1
236,5_13,Role 1,13,0.87,1
237,35_87,SYSTEM,35,0.0,1
237,35_87,Role 1,87,0.14,1
238,8_13,SYSTEM,8,0.0,1
238,8_13,Role 1,13,0.88,1
239,4_37,SYSTEM,4,0.0,1
239,4_37,Role 1,37,0.31,1
240,1_22,SYSTEM,1,0.0,1
240,1_22,Role 1,22,0.52,1
241,3_85,SYSTEM,3,0.0,1
241,3_85,Role 1,85,0.14,1
242,13_74,SYSTEM,13,0.0,1
242,13_74,Role 1,74,0.16,1
243,1_20,SYSTEM,1,0.0,1
243,1_20,Role 1,20,0.59,1
244,1_9,SYSTEM,1,0.0,1
244,1_9,Role 1,9,1.0,1
245,10_72,SYSTEM,10,0.0,1
245,10_72,Role 1,72,0.16,1
246,1_56,SYSTEM,1,0.0,1
246,1_56,Role 1,56,0.2,1
247,3_79,SYSTEM,3,0.0,1
247,3_79,Role 1,79,0.15,1
248,8_63,SYSTEM,8,0.0,1
248,8_63,Role 1,63,0.18,1
249,1_28,SYSTEM,1,0.0,1
249,1_28,Role 1,28,0.42,1
250,17_89,SYSTEM,17,0.0,1
250,17_89,Role 1,89,0.13,1
251,6_14,SYSTEM,6,0.0,1
251,6_14,Role 1,14,0.84,1
252,13_20,SYSTEM,13,0.0,1
252,13_20,Role 1,20,0.59,1
253,8_72,SYSTEM,8,0.0,1
253,8_72,Role 1,72,0.16,1
254,11_97,SYSTEM,11,0.0,1
254,11_97,Role 1,97,0.12,1
255,17_94,SYSTEM,17,0.0,1
255,17_94,Role 1,94,0.12,1
256,48_87,SYSTEM,48,0.0,1
256,48_87,Role 1,87,0.14,1
257,2_44,SYSTEM,2,0.0,1
257,2_44,Role 1,44,0.27,1
258,2_22,SYSTEM,2,0.0,1
258,2_22,Role 1,22,0.53,1
259,13_78,SYSTEM,13,0.0,1
259,13_78,Role 1,78,0.15,1
260,16_87,SYSTEM,16,0.0,1
260,16_87,Role 1,87,0.13,1
261,2_87,SYSTEM,2,0.0,1
261,2_87,Role 1,87,0.14,1
262,1_87,SYSTEM,1,0.0,1
262,1_87,Role 1,87,0.13,1
263,3_63,SYSTEM,3,0.0,1
263,3_63,Role 1,63,0.18,1
264,7_76,SYSTEM,7,0.0,1
264,7_76,Role 1,76,0.15,1
265,3_35,SYSTEM,3,0.0,1
265,3_35,Role 1,35,0.34,1
266,48_38,SYSTEM,48,0.0,1
266,48_38,Role 1,38,0.31,1
267,4_52,SYSTEM,4,0.0,1
267,4_52,Role 1,52,0.23,1
268,3_15,SYSTEM,3,0.0,1
268,3_15,Role 1,15,0.77,1
269,16_77,SYSTEM,16,0.0,1
269,16_77,Role 1,77,0.15,1
270,17_84,SYSTEM,17,0.0,1
270,17_84,Role 1,84,0.14,1
271,2_60,SYSTEM,2,0.0,1
271,2_60,Role 1,60,0.19,1
272,9_87,SYSTEM,9,0.0,1
272,9_87,Role 1,87,0.13,1
273,18_16,SYSTEM,18,0.0,1
273,18_16,Role 1,16,0.74,1
274,52_87,SYSTEM,52,0.0,1
274,52_87,Role 1,87,0.14,1
275,9_63,SYSTEM,9,0.0,1
275,9_63,Role 1,63,0.19,1
276,1_37,SYSTEM,1,0.0,1
276,1_37,Role 1,37,0.32,1
277,2_21,SYSTEM,2,0.0,1
277,2_21,Role 1,21,0.56,1
278,2_41,SYSTEM,2,0.0,1
278,2_41,Role 1,41,0.28,1
279,4_108,SYSTEM,4,0.0,1
279,4_108,Role 1,108,0.11,1
280,5_86,SYSTEM,5,0.0,1
280,5_86,Role 1,86,0.13,1
281,1_44,SYSTEM,1,0.0,1
281,1_44,Role 1,44,0.27,1
282,16_24,SYSTEM,16,0.0,1
282,16_24,Role 1,24,0.49,1
283,3_11,SYSTEM,3,0.0,1
283,3_11,Role 1,11,0.99,1
284,4_49,SYSTEM,4,0.0,1
284,4_49,Role 1,49,0.24,1
285,1_24,SYSTEM,1,0.0,1
285,1_24,Role 1,24,0.49,1
286,1_10,SYSTEM,1,0.0,1
286,1_10,Role 1,10,0.99,1
287,1_25,SYSTEM,1,0.0,1
287,1_25,Role 1,25,0.47,1
288,1_7,SYSTEM,1,0.0,1
288,1_7,Role 1,7,0.99,1
289,1_61,SYSTEM,1,0.0,1
289,1_61,Role 1,61,0.19,1
290,14_89,SYSTEM,14,0.0,1
290,14_89,Role 1,89,0.13,1
291,49_88,SYSTEM,49,0.0,1
291,49_88,Role 1,88,0.13,1
292,2_86,SYSTEM,2,0.0,1
292,2_86,Role 1,86,0.13,1
293,1_53,SYSTEM,1,0.0,1
293,1_53,Role 1,53,0.22,1
294,6_85,SYSTEM,6,0.0,1
294,6_85,Role 1,85,0.14,1
295,3_41,SYSTEM,3,0.0,1
295,3_41,Role 1,41,0.29,1
296,2_92,SYSTEM,2,0.0,1
296,2_92,Role 1,92,0.13,1
297,14_26,SYSTEM,14,0.0,1
297,14_26,Role 1,26,0.44,1
298,49_84,SYSTEM,49,0.0,1
298,49_84,Role 1,84,0.14,1
299,16_81,SYSTEM,16,0.0,1
299,16_81,Role 1,81,0.14,1
300,1_50,SYSTEM,1,0.0,1
300,1_50,Role 1,50,0.24,1
301,16_78,SYSTEM,16,0.0,1
301,16_78,Role 1,78,0.15,1
302,8_57,SYSTEM,8,0.0,1
302,8_57,Role 1,57,0.2,1
303,2_27,SYSTEM,2,0.0,1
303,2_27,Role 1,27,0.44,1
304,1_14,SYSTEM,1,0.0,1
304,1_14,Role 1,14,0.82,1
305,10_29,SYSTEM,10,0.0,1
305,10_29,Role 1,29,0.41,1
306,14_86,SYSTEM,14,0.0,1
306,14_86,Role 1,86,0.13,1
307,3_32,SYSTEM,3,0.0,1
307,3_32,Role 1,32,0.37,1
308,55_87,SYSTEM,55,0.0,1
308,55_87,Role 1,87,0.13,1
309,20_90,SYSTEM,20,0.0,1
309,20_90,Role 1,90,0.13,1
310,4_15,SYSTEM,4,0.0,1
310,4_15,Role 1,15,0.78,1
311,1_36,SYSTEM,1,0.0,1
311,1_36,Role 1,36,0.32,1
312,1_21,SYSTEM,1,0.0,1
312,1_21,Role 1,21,0.55,1
313,12_20,SYSTEM,12,0.0,1
313,12_20,Role 1,20,0.59,1
314,1_79,SYSTEM,1,0.0,1
314,1_79,Role 1,79,0.13,1
315,11_88,SYSTEM,11,0.0,1
315,11_88,Role 1,88,0.13,1
316,1_94,SYSTEM,1,0.0,1
316,1_94,Role 1,94,0.13,1
317,4_52,SYSTEM,4,0.0,1
317,4_52,Role 1,52,0.23,1
318,8_24,SYSTEM,8,0.0,1
318,8_24,Role 1,24,0.44,1
319,5_28,SYSTEM,5,0.0,1
319,5_28,Role 1,28,0.42,1
320,4_23,SYSTEM,4,0.0,1
320,4_23,Role 1,23,0.51,1
321,8_64,SYSTEM,8,0.0,1
321,8_64,Role 1,64,0.18,1
322,18_89,SYSTEM,18,0.0,1
322,18_89,Role 1,89,0.13,1
323,1_7,SYSTEM,1,0.0,1
323,1_7,Role 1,7,0.99,1
324,5_35,SYSTEM,5,0.0,1
324,5_35,Role 1,35,0.32,1
325,6_94,SYSTEM,6,0.0,1
325,6_94,Role 1,94,0.12,1
326,3_35,SYSTEM,3,0.0,1
326,3_35,Role 1,35,0.34,1
327,5_49,SYSTEM,5,0.0,1
327,5_49,Role 1,49,0.24,1
328,5_27,SYSTEM,5,0.0,1
328,5_27,Role 1,27,0.43,1
329,1_66,SYSTEM,1,0.0,1
329,1_66,Role 1,66,0.18,1
330,7_30,SYSTEM,7,0.0,1
330,7_30,Role 1,30,0.39,1
331,20_9,SYSTEM,20,0.0,1
331,20_9,Role 1,9,1.0,1
332,4_15,SYSTEM,4,0.0,1
332,4_15,Role 1,15,0.78,1
333,19_87,SYSTEM,19,0.0,1
333,19_87,Role 1,87,0.13,1
334,5_38,SYSTEM,5,0.0,1
334,5_38,Role 1,38,0.31,1
335,2_20,SYSTEM,2,0.0,1
335,2_20,Role 1,20,0.57,1
336,6_12,SYSTEM,6,0.0,1
336,6_12,Role 1,12,0.98,1
337,53_87,SYSTEM,53,0.0,1
337,53_87,Role 1,87,0.14,1
338,2_89,SYSTEM,2,0.0,1
338,2_89,Role 1,89,0.12,1
339,8_18,SYSTEM,8,0.0,1
339,8_18,Role 1,18,0.64,1
340,49_86,SYSTEM,49,0.0,1
340,49_86,Role 1,86,0.14,1
341,3_19,SYSTEM,3,0.0,1
341,3_19,Role 1,19,0.61,1
342,1_29,SYSTEM,1,0.0,1
342,1_29,Role 1,29,0.4,1
343,3_18,SYSTEM,3,0.0,1
343,3_18,Role 1,18,0.66,1
344,4_9,SYSTEM,4,0.0,1
344,4_9,Role 1,9,1.0,1
345,8_78,SYSTEM,8,0.0,1
345,8_78,Role 1,78,0.16,1
346,2_91,SYSTEM,2,0.0,1
346,2_91,Role 1,91,0.13,1
347,1_37,SYSTEM,1,0.0,1
347,1_37,Role 1,37,0.32,1
