# Iteration,Pool ID,Resource,Allocation,Utilization,Single Resource cost per time unit
38,26_43_4_2_8_45,Role 4,8,0.0,1
38,26_43_4_2_8_45,Role 5,45,0.0,1
39,7_38_11_8_44_1,SYSTEM,7,0.0,1
39,7_38_11_8_44_1,Role 1,38,0.01,1
39,7_38_11_8_44_1,Role 2,11,0.28,1
39,7_38_11_8_44_1,Role 3,8,0.2,1
39,7_38_11_8_44_1,Role 4,44,0.0,1
39,7_38_11_8_44_1,Role 5,1,0.05,1
40,33_17_8_7_44_33,SYSTEM,33,0.0,1
40,33_17_8_7_44_33,Role 1,17,0.01,1
40,33_17_8_7_44_33,Role 2,8,0.38,1
40,33_17_8_7_44_33,Role 3,7,0.24,1
40,33_17_8_7_44_33,Role 4,44,0.0,1
40,33_17_8_7_44_33,Role 5,33,0.0,1
41,5_20_47_26_20_33,SYSTEM,5,0.0,1
41,5_20_47_26_20_33,Role 1,20,0.01,1
41,5_20_47_26_20_33,Role 2,47,0.06,1
41,5_20_47_26_20_33,Role 3,26,0.06,1
41,5_20_47_26_20_33,Role 4,20,0.0,1
41,5_20_47_26_20_33,Role 5,33,0.0,1
42,4_43_22_28_7_12,SYSTEM,4,0.0,1
42,4_43_22_28_7_12,Role 1,43,0.01,1
42,4_43_22_28_7_12,Role 2,22,0.13,1
42,4_43_22_28_7_12,Role 3,28,0.06,1
42,4_43_22_28_7_12,Role 4,7,0.0,1
42,4_43_22_28_7_12,Role 5,12,0.0,1
43,10_28_47_39_12_24,SYSTEM,10,0.0,1
43,10_28_47_39_12_24,Role 1,28,0.01,1
43,10_28_47_39_12_24,Role 2,47,0.06,1
43,10_28_47_39_12_24,Role 3,39,0.04,1
43,10_28_47_39_12_24,Role 4,12,0.0,1
43,10_28_47_39_12_24,Role 5,24,0.0,1
44,1_2_33_12_4_26,SYSTEM,1,0.0,1
44,1_2_33_12_4_26,Role 1,2,0.12,1
44,1_2_33_12_4_26,Role 2,33,0.09,1
44,1_2_33_12_4_26,Role 3,12,0.14,1
44,1_2_33_12_4_26,Role 4,4,0.01,1
44,1_2_33_12_4_26,Role 5,26,0.0,1
45,30_36_33_4_13_38,SYSTEM,30,0.0,1
45,30_36_33_4_13_38,Role 1,36,0.01,1
45,30_36_33_4_13_38,Role 2,33,0.09,1
45,30_36_33_4_13_38,Role 3,4,0.43,1
45,30_36_33_4_13_38,Role 4,13,0.0,1
45,30_36_33_4_13_38,Role 5,38,0.0,1
46,7_42_37_43_16_42,SYSTEM,7,0.0,1
46,7_42_37_43_16_42,Role 1,42,0.01,1
46,7_42_37_43_16_42,Role 2,37,0.08,1
46,7_42_37_43_16_42,Role 3,43,0.04,1
46,7_42_37_43_16_42,Role 4,16,0.0,1
46,7_42_37_43_16_42,Role 5,42,0.0,1
47,23_3_36_47_28_33,SYSTEM,23,0.0,1
47,23_3_36_47_28_33,Role 1,3,0.08,1
47,23_3_36_47_28_33,Role 2,36,0.08,1
47,23_3_36_47_28_33,Role 3,47,0.03,1
47,23_3_36_47_28_33,Role 4,28,0.0,1
47,23_3_36_47_28_33,Role 5,33,0.0,1
48,19_46_9_6_44_24,SYSTEM,19,0.0,1
48,19_46_9_6_44_24,Role 1,46,0.01,1
48,19_46_9_6_44_24,Role 2,9,0.33,1
48,19_46_9_6_44_24,Role 3,6,0.28,1
48,19_46_9_6_44_24,Role 4,44,0.0,1
48,19_46_9_6_44_24,Role 5,24,0.0,1
49,29_17_43_30_2_43,SYSTEM,29,0.0,1
49,29_17_43_30_2_43,Role 1,17,0.01,1
49,29_17_43_30_2_43,Role 2,43,0.06,1
49,29_17_43_30_2_43,Role 3,30,0.05,1
49,29_17_43_30_2_43,Role 4,2,0.01,1
49,29_17_43_30_2_43,Role 5,43,0.0,1
50,6_45_22_6_3_12,SYSTEM,6,0.0,1
50,6_45_22_6_3_12,Role 1,45,0.01,1
50,6_45_22_6_3_12,Role 2,22,0.13,1
50,6_45_22_6_3_12,Role 3,6,0.28,1
50,6_45_22_6_3_12,Role 4,3,0.01,1
50,6_45_22_6_3_12,Role 5,12,0.0,1
51,27_27_15_46_28_33,SYSTEM,27,0.0,1
51,27_27_15_46_28_33,Role 1,27,0.01,1
51,27_27_15_46_28_33,Role 2,15,0.19,1
51,27_27_15_46_28_33,Role 3,46,0.04,1
51,27_27_15_46_28_33,Role 4,28,0.0,1
51,27_27_15_46_28_33,Role 5,33,0.0,1
52,7_34_35_15_7_5,SYSTEM,7,0.0,1
52,7_34_35_15_7_5,Role 1,34,0.01,1
52,7_34_35_15_7_5,Role 2,35,0.08,1
52,7_34_35_15_7_5,Role 3,15,0.11,1
52,7_34_35_15_7_5,Role 4,7,0.0,1
52,7_34_35_15_7_5,Role 5,5,0.01,1
53,19_23_29_46_44_44,SYSTEM,19,0.0,1
53,19_23_29_46_44_44,Role 1,23,0.01,1
53,19_23_29_46_44_44,Role 2,29,0.1,1
53,19_23_29_46_44_44,Role 3,46,0.04,1
53,19_23_29_46_44_44,Role 4,44,0.0,1
53,19_23_29_46_44_44,Role 5,44,0.0,1
54,42_36_32_13_4_18,SYSTEM,42,0.0,1
54,42_36_32_13_4_18,Role 1,36,0.01,1
54,42_36_32_13_4_18,Role 2,32,0.1,1
54,42_36_32_13_4_18,Role 3,13,0.12,1
54,42_36_32_13_4_18,Role 4,4,0.01,1
54,42_36_32_13_4_18,Role 5,18,0.0,1
55,6_6_19_34_27_17,SYSTEM,6,0.0,1
55,6_6_19_34_27_17,Role 1,6,0.04,1
55,6_6_19_34_27_17,Role 2,19,0.16,1
55,6_6_19_34_27_17,Role 3,34,0.05,1
55,6_6_19_34_27_17,Role 4,27,0.0,1
55,6_6_19_34_27_17,Role 5,17,0.0,1
56,42_46_44_30_1_44,SYSTEM,42,0.0,1
56,42_46_44_30_1_44,Role 1,46,0.01,1
56,42_46_44_30_1_44,Role 2,44,0.07,1
56,42_46_44_30_1_44,Role 3,30,0.05,1
56,42_46_44_30_1_44,Role 4,1,0.03,1
56,42_46_44_30_1_44,Role 5,44,0.0,1
57,9_17_18_26_33_15,SYSTEM,9,0.0,1
57,9_17_18_26_33_15,Role 1,17,0.01,1
57,9_17_18_26_33_15,Role 2,18,0.17,1
57,9_17_18_26_33_15,Role 3,26,0.06,1
57,9_17_18_26_33_15,Role 4,33,0.0,1
57,9_17_18_26_33_15,Role 5,15,0.0,1
58,5_20_46_27_33_15,SYSTEM,5,0.0,1
58,5_20_46_27_33_15,Role 1,20,0.01,1
58,5_20_46_27_33_15,Role 2,46,0.07,1
58,5_20_46_27_33_15,Role 3,27,0.06,1
58,5_20_46_27_33_15,Role 4,33,0.0,1
58,5_20_46_27_33_15,Role 5,15,0.0,1
59,5_20_2_20_40_20,SYSTEM,5,0.0,1
59,5_20_2_20_40_20,Role 1,20,0.01,1
59,5_20_2_20_40_20,Role 2,2,1.0,1
59,5_20_2_20_40_20,Role 3,20,0.05,1
59,5_20_2_20_40_20,Role 4,40,0.0,1
59,5_20_2_20_40_20,Role 5,20,0.0,1
60,41_9_27_7_3_6,SYSTEM,41,0.0,1
60,41_9_27_7_3_6,Role 1,9,0.03,1
60,41_9_27_7_3_6,Role 2,27,0.12,1
60,41_9_27_7_3_6,Role 3,7,0.24,1
60,41_9_27_7_3_6,Role 4,3,0.01,1
60,41_9_27_7_3_6,Role 5,6,0.01,1
61,16_31_22_44_13_4,SYSTEM,16,0.0,1
61,16_31_22_44_13_4,Role 1,31,0.01,1
61,16_31_22_44_13_4,Role 2,22,0.14,1
61,16_31_22_44_13_4,Role 3,44,0.04,1
61,16_31_22_44_13_4,Role 4,13,0.0,1
61,16_31_22_44_13_4,Role 5,4,0.01,1
62,7_7_17_45_28_33,SYSTEM,7,0.0,1
62,7_7_17_45_28_33,Role 1,7,0.04,1
62,7_7_17_45_28_33,Role 2,17,0.18,1
62,7_7_17_45_28_33,Role 3,45,0.04,1
62,7_7_17_45_28_33,Role 4,28,0.0,1
62,7_7_17_45_28_33,Role 5,33,0.0,1
63,6_36_27_3_34_6,SYSTEM,6,0.0,1
63,6_36_27_3_34_6,Role 1,36,0.01,1
63,6_36_27_3_34_6,Role 2,27,0.11,1
63,6_36_27_3_34_6,Role 3,3,0.56,1
63,6_36_27_3_34_6,Role 4,34,0.0,1
63,6_36_27_3_34_6,Role 5,6,0.01,1
64,33_47_9_7_7_33,SYSTEM,33,0.0,1
64,33_47_9_7_7_33,Role 1,47,0.01,1
64,33_47_9_7_7_33,Role 2,9,0.34,1
64,33_47_9_7_7_33,Role 3,7,0.24,1
64,33_47_9_7_7_33,Role 4,7,0.0,1
64,33_47_9_7_7_33,Role 5,33,0.0,1
65,42_45_45_27_44_32,SYSTEM,42,0.0,1
65,42_45_45_27_44_32,Role 1,45,0.01,1
65,42_45_45_27_44_32,Role 2,45,0.07,1
65,42_45_45_27_44_32,Role 3,27,0.06,1
65,42_45_45_27_44_32,Role 4,44,0.0,1
65,42_45_45_27_44_32,Role 5,32,0.0,1
66,7_38_21_8_41_17,SYSTEM,7,0.0,1
66,7_38_21_8_41_17,Role 1,38,0.01,1
66,7_38_21_8_41_17,Role 2,21,0.15,1
66,7_38_21_8_41_17,Role 3,8,0.21,1
66,7_38_21_8_41_17,Role 4,41,0.0,1
66,7_38_21_8_41_17,Role 5,17,0.0,1
67,19_1_11_11_7_19,SYSTEM,19,0.0,1
67,19_1_11_11_7_19,Role 1,1,0.26,1
67,19_1_11_11_7_19,Role 2,11,0.28,1
67,19_1_11_11_7_19,Role 3,11,0.15,1
67,19_1_11_11_7_19,Role 4,7,0.0,1
67,19_1_11_11_7_19,Role 5,19,0.0,1
68,37_6_42_34_26_17,SYSTEM,37,0.0,1
68,37_6_42_34_26_17,Role 1,6,0.04,1
68,37_6_42_34_26_17,Role 2,42,0.07,1
68,37_6_42_34_26_17,Role 3,34,0.05,1
68,37_6_42_34_26_17,Role 4,26,0.0,1
68,37_6_42_34_26_17,Role 5,17,0.0,1
69,6_6_22_27_20_32,SYSTEM,6,0.0,1
69,6_6_22_27_20_32,Role 1,6,0.04,1
69,6_6_22_27_20_32,Role 2,22,0.14,1
69,6_6_22_27_20_32,Role 3,27,0.06,1
69,6_6_22_27_20_32,Role 4,20,0.0,1
69,6_6_22_27_20_32,Role 5,32,0.0,1
70,27_46_36_6_38_24,SYSTEM,27,0.0,1
70,27_46_36_6_38_24,Role 1,46,0.01,1
70,27_46_36_6_38_24,Role 2,36,0.08,1
70,27_46_36_6_38_24,Role 3,6,0.28,1
70,27_46_36_6_38_24,Role 4,38,0.0,1
70,27_46_36_6_38_24,Role 5,24,0.0,1
71,3_36_11_30_36_1,SYSTEM,3,0.0,1
71,3_36_11_30_36_1,Role 1,36,0.01,1
71,3_36_11_30_36_1,Role 2,11,0.27,1
71,3_36_11_30_36_1,Role 3,30,0.05,1
71,3_36_11_30_36_1,Role 4,36,0.0,1
71,3_36_11_30_36_1,Role 5,1,0.05,1
72,24_42_27_8_28_13,SYSTEM,24,0.0,1
72,24_42_27_8_28_13,Role 1,42,0.01,1
72,24_42_27_8_28_13,Role 2,27,0.11,1
72,24_42_27_8_28_13,Role 3,8,0.2,1
72,24_42_27_8_28_13,Role 4,28,0.0,1
72,24_42_27_8_28_13,Role 5,13,0.0,1
73,26_45_34_6_33_15,SYSTEM,26,0.0,1
73,26_45_34_6_33_15,Role 1,45,0.01,1
73,26_45_34_6_33_15,Role 2,34,0.09,1
73,26_45_34_6_33_15,Role 3,6,0.27,1
73,26_45_34_6_33_15,Role 4,33,0.0,1
73,26_45_34_6_33_15,Role 5,15,0.0,1
74,29_20_34_20_3_33,SYSTEM,29,0.0,1
74,29_20_34_20_3_33,Role 1,20,0.01,1
74,29_20_34_20_3_33,Role 2,34,0.09,1
74,29_20_34_20_3_33,Role 3,20,0.09,1
74,29_20_34_20_3_33,Role 4,3,0.01,1
74,29_20_34_20_3_33,Role 5,33,0.0,1
75,1_2_33_10_4_26,SYSTEM,1,0.0,1
75,1_2_33_10_4_26,Role 1,2,0.12,1
75,1_2_33_10_4_26,Role 2,33,0.09,1
75,1_2_33_10_4_26,Role 3,10,0.17,1
75,1_2_33_10_4_26,Role 4,4,0.01,1
75,1_2_33_10_4_26,Role 5,26,0.0,1
76,19_19_11_44_43_44,SYSTEM,19,0.0,1
76,19_19_11_44_43_44,Role 1,19,0.01,1
76,19_19_11_44_43_44,Role 2,11,0.29,1
76,19_19_11_44_43_44,Role 3,44,0.04,1
76,19_19_11_44_43_44,Role 4,43,0.0,1
76,19_19_11_44_43_44,Role 5,44,0.0,1
77,33_47_10_7_43_12,SYSTEM,33,0.0,1
77,33_47_10_7_43_12,Role 1,47,0.01,1
77,33_47_10_7_43_12,Role 2,10,0.31,1
77,33_47_10_7_43_12,Role 3,7,0.24,1
77,33_47_10_7_43_12,Role 4,43,0.0,1
77,33_47_10_7_43_12,Role 5,12,0.0,1
78,19_8_22_27_26_32,SYSTEM,19,0.0,1
78,19_8_22_27_26_32,Role 1,8,0.03,1
78,19_8_22_27_26_32,Role 2,22,0.14,1
78,19_8_22_27_26_32,Role 3,27,0.06,1
78,19_8_22_27_26_32,Role 4,26,0.0,1
78,19_8_22_27_26_32,Role 5,32,0.0,1
79,10_28_18_39_12_17,SYSTEM,10,0.0,1
79,10_28_18_39_12_17,Role 1,28,0.01,1
79,10_28_18_39_12_17,Role 2,18,0.17,1
79,10_28_18_39_12_17,Role 3,39,0.04,1
79,10_28_18_39_12_17,Role 4,12,0.0,1
79,10_28_18_39_12_17,Role 5,17,0.0,1
80,41_46_27_6_3_6,SYSTEM,41,0.0,1
80,41_46_27_6_3_6,Role 1,46,0.01,1
80,41_46_27_6_3_6,Role 2,27,0.12,1
80,41_46_27_6_3_6,Role 3,6,0.29,1
80,41_46_27_6_3_6,Role 4,3,0.01,1
80,41_46_27_6_3_6,Role 5,6,0.01,1
81,4_20_18_24_33_15,SYSTEM,4,0.0,1
81,4_20_18_24_33_15,Role 1,20,0.01,1
81,4_20_18_24_33_15,Role 2,18,0.17,1
81,4_20_18_24_33_15,Role 3,24,0.07,1
81,4_20_18_24_33_15,Role 4,33,0.0,1
81,4_20_18_24_33_15,Role 5,15,0.0,1
82,19_1_11_11_6_19,SYSTEM,19,0.0,1
82,19_1_11_11_6_19,Role 1,1,0.25,1
82,19_1_11_11_6_19,Role 2,11,0.27,1
82,19_1_11_11_6_19,Role 3,11,0.15,1
82,19_1_11_11_6_19,Role 4,6,0.0,1
82,19_1_11_11_6_19,Role 5,19,0.0,1
83,5_37_33_20_31_6,SYSTEM,5,0.0,1
83,5_37_33_20_31_6,Role 1,37,0.01,1
83,5_37_33_20_31_6,Role 2,33,0.09,1
83,5_37_33_20_31_6,Role 3,20,0.08,1
83,5_37_33_20_31_6,Role 4,31,0.0,1
83,5_37_33_20_31_6,Role 5,6,0.01,1
84,33_17_35_7_43_7,SYSTEM,33,0.0,1
84,33_17_35_7_43_7,Role 1,17,0.01,1
84,33_17_35_7_43_7,Role 2,35,0.09,1
84,33_17_35_7_43_7,Role 3,7,0.24,1
84,33_17_35_7_43_7,Role 4,43,0.0,1
